,Unnamed: 0.1,Unnamed: 0,Subject,Course Title,Description,Institute,Provider,Instructor,Language,Rating,Course_Link
15033,4452,,Marketing,(Inbound Marketing) التسويق بنظرية الإنباوند,                                 What you'll learn                                                                                                                                                                                                                                                                           ,-1,Udemy,"Taught by
Mohamad Alhariri, Agile Academy and Ayham Mardini",Arabic,4.4,https://www.classcentral.com/course/udemy-arabic-inbound-marketing-38342
15146,4565,,Project Management,PMI-RMP Exam Preparation,                 What you'll learn                                                                                                                                                                                                              Risk Strategy and PlanningDevelop risk assessment processes and tools that quantify stakeholder risk tolerancesUpdate risk policies and procedures using information such as lessons learned from projects and outputs of risk auditsDevelop and recommend project risk strategy based on project objectivesProduce risk management plan for the project on the basis of inputs such as project information  external factors  stakeholder inputs  and industry policies and procedures Establish evaluation criteria for risk management processes based on project baselines and objectives  Stakeholder EngagementPromote a common understanding of the value of risk management by using interpersonal skills Train  coach  and educate stakeholders in risk principles and processesCoach Project team members in implementing risk processesAssess stakeholder risk tolerance using processes and tools such as interviewing stakeholders and reviewing historical stakeholder behaviours Identify stakeholder risk attitudes and cognitive biases using stakeholder analysis techniques Engage stakeholders on risk prioritization process based on stakeholder risk tolerance and other relevant criteria Provide risk related recommendations to stakeholders regarding risk strategy and planning  risk process facilitation  risk reporting  and specialized risk tasks by using effective communication techniques Promote risk ownership by proactively communicating roles and responsibilities and engaging project team members in the development of risk responses Liaise with stakeholders of other projects by using effective communication techniques and sharing information on project risk performance  Risk Process FacilitationApply risk assessment processes and tools  Facilitate risk identification using a variety of techniques Facilitate the project team s evaluation of the identified risks  attributes using qualitative and quantitative tools and techniques Facilitate the development of an aligned risk response strategy and related risk actions by risk owners from the information gathered during risk analysis Facilitate the formulation of project contingency reserve based on the risk exposure of the project Provide risk data to cost and schedule analysts estimators to ensure that project risk is properly reflected in cost and schedule estimates for the project Use scenarios to validate potential risk responses and evaluate key dependencies and requirements  Risk Monitoring and ReportingDocument and periodically update project risk information using standard tools  including but not limited to risk register  risk database  and techniques Coordinate with project manager using communication techniques Create periodic standard and custom reports using risk related metrics as specified in the risk management plan Monitor risk response metrics by analyzing risk response performance information  and present to key stakeholders Analyze risk process performance against established metrics Update the project risk management plan using relevant internal and external inputs Capture risk lessons learned through comprehensive review of the project risk management plan  risk register  risk audits  risk process performance reports  and other associated reports  Perform Specialized Risk AnalysesEvaluate the attributes of identified risks using advanced quantitative tools and specialized qualitative techniques Analyze risk data produced during the project using statistical analyses and expert judgment Perform specialized risk analysis using advanced tools and techniques ,-1,Udemy,"Taught by
Akram Elnagar",Arabic,4.7,https://www.classcentral.com/course/udemy-qqcppwqq-38456
15285,4704,,Kotlin,تعلم الكوتلن من الصفر,           What you'll learn                                                                                                                            Kotlin remains one of the most widely used and fastest growing programming languages in recent years  Developers across the globe prefer using Kotlin for a range of projects such as data science  server side or cloud development  etc  The demand for Kotlin is on the rise and it will continue to grow in the years to come  In this post  let s explore the top five reasons why Kotlin is a great programming language to learn in 2021  1  Modern language It is a modern programming language that brings together the best of object oriented and functional programming  Some of the most promising features of Kotlin include clean compact syntax  security  general purpose  and more  2  Easy to learn Kotlin s syntax is easy to learn for beginners and it offers a host of powerful features  It can be a great language to upskill for experienced programmers  It has a shallow learning curve especially if you have experience in Python or Java  The programming language is also quite easy for iOS developers as it is based on familiar concepts of modern technology  3  Great materials There are ample materials available on Kotlin that learners can leverage to have a good grasp of the programming language  There are numerous courses that a beginner can start with  Most of these courses are self paced and offer great insights into the programming language  Also  the developer community is quite huge so if learners get stuck or have queries they can always seek solutions from the developer community  4  Career prospects Many leading brands use Kotlin for their software and Kotlin skills are highly in demand  If estimates are to be believed  job postings related to Kotlin skills are skyrocketing since 2017 by 1400  5  Community support Kotlin is an open source language and has a strong community of developers  There are over 200 Kotlin user groups  over 37 000 Kotlinlang slack users  and thousands of other members  The community support is huge in Kotlin and it is constantly growing ,-1,Udemy,"Taught by
Hassan Fulaih",Arabic,4.4,https://www.classcentral.com/course/udemy-kotlin-programming-for-beginner-38595
15402,4821,,Project Management,PMP 6th editin prep. couruse كورس إدارة المشروعات بالعربى,PROJECT MANAGEMENT PROFESSIONAL 6TH EDITION BY PMBOK            What you'll learn  project managementpeople managementresource managementbasics for portfolio management PMBOK is standard and references for all managers and engineering even IT system it help all interpreter and managers to lead and put all plan and how executing it within standard and constrains to achieve organization goals and objectives Also allow firm to check best practices and set metrics for comparison with market and other competitors till closing project with benefits as described in business plan ,-1,Udemy,"Taught by
Ahmed Morsy",Arabic,4.4,https://www.classcentral.com/course/udemy-pmp-6th-editin-prep-couruse-38715
15438,4858,,Search Engine Optimization (SEO),اسرار السيو : كيف تصبح رقم #1 وتحقق ارباح كبيرة عبر الانترنت,                                     What you'll learn                                                                        7                                                                                                                                                                     ,-1,Udemy,"Taught by
Faycel ben abess",Arabic,4.4,https://www.classcentral.com/course/udemy-seo-secret-38752
15484,4904,,HTML & CSS,HTML tutorial : from Beginner to Advanced,               You will learn HTML5 from basics to advanced  What you'll learn              html5        html5                html5                       html5                                                        html                     html5           html  ,-1,Udemy,"Taught by
Coder Shiyar",Arabic,4.8,https://www.classcentral.com/course/udemy-html5_course-38798
15497,4917,,Agile,Introduction to Agile Project Management,    3 PDUs               What you'll learn  All Candidates for PMP Exam   PMBOk 6th EditionProject ManagersAny individuals interested to Agile Project ManagementsEngineersSoftware Programming DevelopersProject Management Students                                                                          PMP                   Agile Practice Guide      PMBOK 6                                                                        PMI ACP        Course contents   Agile P M  Philosophy    A Brief History of Agile        Agile Manifesto    Agile Principles    Agile Benefits    Definable Work Vs  High uncertainty WorkProjects Planning Approaches      Projects Approaches    Agile Methodologies    Scrum in Brief        Agile Project Management Certificates    PMI ACP     PMI Agile Certified Practitioner  How to obtain the PMI PDUs         1  After Completing the course and get its certificate   go to the below link in PMI Website  www ccrs pmi  org claim new Class2  Add   Udemy  as Provider    Enter the Provider Name who hosted the course  You can search the PMI Education Provider Directory or type in a third party provider name    Type  Udemy 3  Add the course name   Introduction to Agile Project Management  4  Add Course URL  optional 5  Add start and End date6  Claim total 3 PUD  2 PDU technical   1 Leadership  ,-1,Udemy,"Taught by
Mohamed Gouda and edu.Project Management",Arabic,4.5,https://www.classcentral.com/course/udemy-introduction-to-agile-project-management-f-38813
15579,4999,,E-commerce,طريقة فتح حسابات اباي في دول اخرى,               What you'll learn                                                                                                                                                                                           ,-1,Udemy,"Taught by
Alae Khaidar",Arabic,4.2,https://www.classcentral.com/course/udemy-nkljzhjn-38898
15680,5100,,-1,كورس الاكسيل الشامل من البداية للاحتراف,MS Excel Mastery  Complete Training   Beginner to Advanced  What you'll learn                                           Master Microsoft Excel from Beginner to Advanced              IF   IFS   AND   OR   NOT        Pivot table  Pivot Chart Dashboard            SUM   SUM IF   SUM IFSMaintain large sets of Excel data in a list or tableCreate dynamic reports by mastering one of the most popular tools  PivotTablesCOUNT   COUNTA   COUNTBLANK   COUNT IF  COUNT IFS                           Work comfortably with Microsoft Excel 2019  365 and many of its advanced featuresPower Query   Pivot table   Pivot charts   Slicers   Vlockup   HLockup   X Lockup   Filtering options   Advanced filtering   Copy   paste special                               Excel Tips and Tricks                                                                                                            if                                                  If and   If or                                           Vlookup                                                              Hlookup                        Sumif  Sumifs  Count if  Countifs        Enroll now to go through a deep dive of the most popular spreadsheet tool on the market  Microsoft Excel  As your instructor I will use my 10  years of Excel training to guide you step by step through the beginner to advanced level and beyond As you participate in each of the 3 Parts you will master Excel tools that will clear away the pain of stumbling through your daily tasks  You will start with the basics  building a solid foundation that will give you further knowledge as you progress into intermediate and advanced level topics At completion of this course you will have mastered the most popular Excel tools and come out with confidence to complete any Excel tasks with efficiency and grace  Below are just a few of the topics that you will master Creating effective spreadsheetsManaging large sets of dataMastering the use of some of Excel's most popular and highly sought after functions  SUM  VLOOKUP  IF  AVERAGE  INDEX MATCH and many more Create dynamic report with Excel PivotTablesUnlock the power and versatility of Microsoft Excel's Add In  PowerPivotAudit Excel Worksheet formulas to ensure clean formulas                3      1                     2                       3                                                                                                                                                                                      Excel             Excel                    1         2           3          Excel          4        SUM   AVERAGE   MAX   MIN              IF   IFS   AND   OR   NOT                SUM   SUM IF   SUM IFS                  COUNT   COUNTA   COUNTBLANK   COUNTIF  COUNTIFS          VLOOKUP   INDEX   MATCH      5          Excel PivotTables6                PowerPivot   Microsoft Excel7          Excel      8                                       ,-1,Udemy,"Taught by
Dr Abdelrahman Raoof Tawfik",Arabic,4.6,https://www.classcentral.com/course/udemy-advanced-excel-course-39004
15688,5108,,Freelancing,Learn Freelancing from Zero to Hero,                                   What you'll learn                                                     Reselling                              Envato Market                                                                                                                                            ,-1,Udemy,"Taught by
Mohamed Ayman",Arabic,4.6,https://www.classcentral.com/course/udemy-learn-freelancing-from-zero-to-hero-39012
15693,5113,,Electrical Engineering,Light Current Systems | كورس تصميم انظمة التيار الخفيف,                                           What you'll learn                                     smoke detectors   Heat detectors   Multi sensor  beam detector              Bells and horns                                   Amplifiers and switches                                Sound System               Amplifiers         Speakers                     CCTV System                        DVR           CCTV Rack                                                                Patch panels   Switches and Data Rack                                Telephone Outlet                  IDF   MDF            PABX                                                                            Fire Alarm System         1         2                               3   smoke detectors   Heat detectors   Multi sensor  beam detector            4    Bells and horns     5               6                MATV System         1         2   Amplifiers and switches        3               4                Sound System       1   Sound System           2       3   Amplifiers         Speakers   4           5              CCTV System         1   CCTV System          2         3           4   DVR           5           6               7              Data and Telephone Systems           1               2     3             4           5   Patch panels   Switches and Data Rack           6           7               8   Telephone Outlet        9             10   IDF   MDF            11   PABX         12                 ,-1,Udemy,"Taught by
Rizk Magdy",Arabic,4.2,https://www.classcentral.com/course/udemy-lightcurrentsystems-39017
15714,5134,,WordPress,الدورة التدريبية الشاملة في التجارة الإلكترونية,                 What you'll learn                                                                                                                                                                                                                SSL                               15                                                                                                                                                                                ,-1,Udemy,"Taught by
Hemza Aouni",Arabic,4.1,https://www.classcentral.com/course/udemy-ecommercearabic-39040
15762,5182,,Docker,Docker Practical Course,This technical  workshop style  course covers the Docker concepts and guides you to build  deploy and monitor Containers  What you'll learn  Install DockerPlay With Docker CommandCreate Project  aspnet core Create Project  Angular Copy from windows to UbuntuCreate DockerfileBuild and run the Docker imagerun  docker containerWorking with Docker Hub to store and download imagesCreate and publish a docker image to Azure Web App for ContainersInstalling Docker UIDocker ComposeCreate Azure AccountPush Code To Azure ReposCreate Azure Container RegistryCreate Azure SQL ServerContinuous Integration  CI Create Web App for ContainersContinuous Deployment  CD Run the CI   CD pipelines                   Docker              Containers                      Docker   Containers            Developers  DevOps and IT                                                 ,-1,Udemy,"Taught by
Mohamed Amin Elarousy",Arabic,4.4,https://www.classcentral.com/course/udemy-docker-practical-course-39089
15786,5206,,Accounting,Preparing financial statements (in Arabic),                                     What you'll learn                                                                                                                                                                   2020         2020                         1         2       3              4            5                                              CMA   DipIFR  MOS  CFM financial modeling             ,-1,Udemy,"Taught by
Mohamed Magdy",Arabic,3.9,https://www.classcentral.com/course/udemy-preparing-financial-statements-39113
15795,5215,,Business Software,PRIMAVERA P6 (Project PLAN+UPDATE+CONTROL) Arabic بريمافيرا,Professional Planner Degree           Enhance your CV and Experience   What you'll learn                                                                                                         2021                                                   PMP 7          Cost and time control and Update                       You will be professional planner and cost control engineer for construction projects  Understand How Primavera P6 Calculates Project's Duration And Activity Weight   Resource assignment based on BOQ  activities codes and accounts  Project enterprise  project documents  data  reports management                                                                                                                                                                          2021                                                                                                        Cost and time control and Update                   You will be professional planner and cost control engineer for construction projects Understand How Primavera P6 Calculates Project's Duration And Activity Weight   Resource assignment based on BOQ activities codes and accounts Project enterprise project documents  data  reports management      P6                                  Primavera  P6                                                                                                                 P6                                                                 100000                             P6                                                                                                                                                                                                                                          Primavera is an enterprise project portfolio management software  It includes project management  scheduling  risk analysis  opportunity management  resource management  collaboration and control capabilities  and integrates with other enterprise software such as Oracle and SAP s ERP systems ,-1,Udemy,"Taught by
SMARTER ACADEMY",Arabic,4.5,https://www.classcentral.com/course/udemy-primavera-p6-pmp-planupdatecontrol-arabic-39122
15836,5256,,Microsoft Excel,Master Microsoft Excel 2019 كورس مُتقدم (بالعربية),        Microsoft Excel 2019   365                What you'll learn           TRUE  FALSE  IF  IFERROR    Microsoft Excel     SUMIF  SUMIFS  COUNTIF  COUNTIFS    Microsoft Excel    Excel         Office                                Microsoft Excel      SUMM  AUTOSUM    AVERAGEA                VLOOKUP  HLOOKUP  MIN  MAX  DATE  DAY  Day                                Microsoft Excel      VLOOKUP  HLOOKUP  MIN MAX  DATE  DAY  TODAY    Microsoft Excel   Draw  Merging  Splitting text  Bordering  Filing  Coloring  Data grouping  text formatting    Microsoft Excel                                Microsoft Excel      Microsoft Excel                            supercharge                   4                   Excel                                       Excel 2019                                                                  Excel       MS Access                       PivotTables                                  ,-1,Udemy,"Taught by
Mohammed Abdel-Aal and Creative Youth Club",Arabic,4.4,https://www.classcentral.com/course/udemy-microsoft-excel-arabic-39164
15888,5308,,Microsoft Excel,أحترف برنامج الأكسل من البداية حتي الاحتراف MS Excel 2021,                        What you'll learn                         Microsoft MS Excel 2019Microsoft MS Office 365                      MS Excel 20211                                                                                                    Excel                      2                                      Microsoft Excel    Excel                                     excel                                   Excel                          3                MS Excel                                                   Microsoft Excel                                                           Excel      4                                                                                  MS Excel                                         5                  MS Excel                                                       MS Excel                                                      6                      MS Excel                                                                                          7              MS Excel                                                                                                  8                              MS Excel                      Excel                                          ,-1,Udemy,"Taught by
SMARTER ACADEMY",Arabic,4.6,https://www.classcentral.com/course/udemy-ms-excel-2021-39217
15950,5370,,Self Improvement,تطوير تميزك المهني والتدريب الذاتي,                                 P  Drucker                                                                                                  SWOT                                                                                                                               SAGE                                                                         T Portfolio                                                                                                                                      ,State University of New York,Coursera,"Taught by
Dr. Valeri Chukhlomin, Dr. Michele Forte, Dr. John M. Beckem II and Amy Giaculli",Arabic,4.9,https://www.classcentral.com/course/career-brand-development-self-coaching-ar-39281
15976,5396,,HTML & CSS,مقدمة عن لغة HTML5,                                                                                                                                                                                                                                                                                                  www opensuny org                                                                                                                                                http intro webdesign com html5 plain html                                             CSS3                                                             http intro webdesign com ,University of Michigan,Coursera,"Taught by
Colleen Van Lent and Charles Russell Severance",Arabic,-1.0,https://www.classcentral.com/course/html-ar-39308
15986,5406,,Microsoft Power BI, Power BI وتقارير باستخدام Visualizations   إنشاء,                   visualizations     Power BI              CSV   Power BI Desktop     text visualizations           charts          Q   A visual       visuals                mobile layout           Power BI              charts  graphs    dashboards         visuals              Power BI                                 Power BI              business intelligence ,Coursera Project Network,Coursera,"Taught by
Omnya Khaled",Arabic,-1.0,https://www.classcentral.com/course/creating-visualizations-and-reports-using-power-b-39318
16002,5422,,Google Sheets,استخدام جداول بيانات جوجل لإنشاء بيان مالي,                                                                                                                                                                                                                                                                                                                                           Google                                                                              ,Coursera Project Network,Coursera,"Taught by
Patricia Sakali-Nifong",Arabic,-1.0,https://www.classcentral.com/course/using-google-sheets-to-create-a-financial-stateme-39342
16008,5428,,Canva,إنشاء تصميمات مذهلة لطقم علامة تجارية تسويقية باستخدام كانفا,                                                  Canva                                                                                                                                                                                ,Coursera Project Network,Coursera,"Taught by
Lamia Labello",Arabic,-1.0,https://www.classcentral.com/course/create-an-amazing-brand-kit-using-canvas-ar-39348
16017,5437,,HTML & CSS,مقدمة عن CSS3,                      white pages      blue links                                            CSS3                 CSS                                                                                                                                        POUR                                HTML              CSS                                                                                                                ,University of Michigan,Coursera,"Taught by
Colleen Van Lent and Charles Russell Severance",Arabic,-1.0,https://www.classcentral.com/course/introcss-ar-39360
16018,5438,,HTML & CSS,HTML و CSS انشاء تطبيق متعدد الصفحات باستخدام ,                                HTML   CSS            div           h1   h2   h3             P             A                   ul                                                                   HTML   CSS         HTML               CSS                 HTML       HTML   CSS           web                 web                                         web              web                HTML   CSS ,Coursera Project Network,Coursera,"Taught by
Omnya Khaled",Arabic,-1.0,https://www.classcentral.com/course/creating-multi-page-app-by-html-and-css-ar-39361
16045,5465,,Data Analysis,تحليل البيانات الاستكشافية,                                                                                                  R                                          ,Johns Hopkins University,Coursera,"Taught by
Roger D. Peng, PhD, Jeff Leek, PhD and Brian Caffo, PhD",Arabic,-1.0,https://www.classcentral.com/course/exploratory-data-analysis-ar-39395
16079,5499,,Career Development,اعمل بذكاء أكبر لا بجهد أكثر: إدارة الوقت الشخصي والمهني,                                                                                         1                        2                                   3                        4                 5                                6                 7                      ,"University of California, Irvine",Coursera,"Taught by
Margaret  Meloni,  MBA, PMP",Arabic,4.8,https://www.classcentral.com/course/work-smarter-not-harder-ar-39439
16094,5514,,Python,Python في Pygame تصميم و تطوير لعبة العقبات باستخدام ,                          Pygame   Python        Modules        pygame               window                  x   y                         window             pygame            computer graphics  sound libraries           Python                                                                                          pygame   python ,Coursera Project Network,Coursera,"Taught by
Abdelrahman Tarek Hafez",Arabic,-1.0,https://www.classcentral.com/course/design-obstacles-game-using-pygame-in-python-39462
16100,5520,,Javascript,إنشاء لعبة الأسئلة باستخدام  Vanilla JavaScript,                       vanilla javascript                                  LET   CONST          method                 CSS           html                         local storage       JavaScript                  array   push                    JavaScript            functions   pre defined functions      javascript                                                                                JavaScript         JavaScript                                                ,Coursera Project Network,Coursera,"Taught by
Omnya Khaled",Arabic,-1.0,https://www.classcentral.com/course/creating-a-quiz-game-using-vanilla-javascript-ar-39471
16106,5526,,Social Media Marketing,إدارة وسائل التواصل الاجتماعي,                                                                EPIC                                                                                                                                         ,Facebook,Coursera,"Taught by
Anke Audenaert",Arabic,-1.0,https://www.classcentral.com/course/idarat-wasael-al-tawasol-al-ijtimai-39477
16110,5530,,Social Media Marketing,قياس حملات التسويق عبر وسائل التواصل الاجتماعي وتعزيزها,                                                                                                                                       A B                                                                                                       ,Facebook,Coursera,"Taught by
Anke Audenaert",Arabic,-1.0,https://www.classcentral.com/course/qiyas-himlat-al-tasweeq-aabr-wasael-al-tawasol-al-39481
16114,5534,,Advertising,الإعلان من خلال فيسبوك,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,Facebook,Coursera,"Taught by
Daniel Kob",Arabic,-1.0,https://www.classcentral.com/course/al-ilan-min-khilal-facebook-39485
16121,5541,,Social Media Marketing,مشروع كابستون للتسويق عبر وسائل التواصل الاجتماعي من فيسبوك,                                                                                                                                                                                                       ,Facebook,Coursera,"Taught by
Anke Audenaert",Arabic,-1.0,https://www.classcentral.com/course/mashrou-capstone-lil-tasweeq-aabr-wasael-al-tawas-39492
16128,5548,,Social Media Marketing,مقدمة في التسويق عبر وسائل التواصل الاجتماعي,                                                                                                                                                                                                                                                                                                                                                                                      ,Facebook,Coursera,"Taught by
Anke Audenaert",Arabic,4.9,https://www.classcentral.com/course/moqaddima-fi-al-tasweeq-aabr-wasael-al-tawasol-al-39500
16131,5551,,Advertising,أساسيات الإعلان على وسائل التواصل الاجتماعي,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Facebook,Coursera,"Taught by
Daniel Kob",Arabic,-1.0,https://www.classcentral.com/course/asasiyyat-al-ilan-ala-wasael-al-tawasol-al-ijtima-39503
16143,5563,,Higher Education,مهارات حل المسائل لتحقيق النجاح في الجامعة,                                                           1                                     2                               3                 4                 5                       6                                 ,The University of Sydney,Coursera,"Taught by
Katherine Olston and Lydia Dutcher",Arabic,-1.0,https://www.classcentral.com/course/problem-solving-skills-ar-39516
16144,5564,,Higher Education,محو الأمية المعلوماتية والرقمية لتحقيق النجاح في الجامعة,                                                                                                                                      1                           2             3                           4                         5                       6                               ,The University of Sydney,Coursera,"Taught by
Katherine Olston",Arabic,-1.0,https://www.classcentral.com/course/digital-literacy-ar-39521
16145,5565,,Higher Education,مهارات التفكير النقدي لتحقيق النجاح في الجامعة,                                                           1                       2                    3                       4                                 5                 6                     ,The University of Sydney,Coursera,"Taught by
Katherine Olston and Luke Alexander",Arabic,-1.0,https://www.classcentral.com/course/critical-thinking-skills-ar-39522
16146,5566,,Higher Education,مهارات التواصل لتحقيق النجاح في الجامعة,                                                                                                                             1                  2                3                                        4                          5                          6               ,The University of Sydney,Coursera,"Taught by
Katherine Olston and Lydia Dutcher",Arabic,-1.0,https://www.classcentral.com/course/communication-skills-ar-39523
16147,5567,,Social Media Marketing,ما هي وسائل التواصل الاجتماعي؟,                     Massive Open Online Course  MOOC                                                                                                                                                                                              MOOC 1           Alessandro Acquisti                   IBM                                                                                                                                                                                                                          MOOC 1        Judy Ungar Franks     The Marketing Democracy         Medill         Northwestern ,Northwestern University,Coursera,"Taught by
Randy Hlavac",Arabic,-1.0,https://www.classcentral.com/course/what-is-social-ar-39525
16151,5571,,Javascript,التفاعل مع لغة البرمجة جافا سكريبت,                                                                       HTML5   CSS3                                                                                                                                                                                                                                                                          HTML   CSS                                       ,University of Michigan,Coursera,"Taught by
Colleen Van Lent and Charles Russell Severance",Arabic,4.0,https://www.classcentral.com/course/javascript-ar-39529
16152,5572,,Network Security,كيف تحافظ علي امن اجهزه الشبكات باستخدام Cisco packet Tracer,                         Cisco Packet Tracer                    Authentication     Router    Switch               VLANs                    DHCP     Router              Switch      attackers                                                                     ,Coursera Project Network,Coursera,"Taught by
ahmed elshorafa",Arabic,-1.0,https://www.classcentral.com/course/how-to-secure-your-network-devices-cisco-ar-39530
16841,6263,,Coursera Professional Certificates,التسويق عبر وسائل التواصل الاجتماعي على فيسبوك,                                                                    Aptly                                                                                                                                                                                             Coursera                                    ,Facebook,Coursera,"Taught by
Anke Audenaert and Daniel Kob",Arabic,-1.0,https://www.classcentral.com/course/al-tasweeq-aabr-wasael-al-tawasol-al-ijtimai-40224
16879,6301,,Google Slides,حدث كايزن في شرائح جوجل,                                                4                 5W   2H                                                       Kaizen                                                                                                   ,Coursera Project Network,Coursera,"Taught by
Patricia Sakali-Nifong",Arabic,-1.0,https://www.classcentral.com/course/a-kaizen-event-in-google-slides-ar-40269
16916,6338,,Google Sheets,استخدام جداول بيانات جوجل لإنشاء مخطط جانت,                                                                                                                                  12                                                                                                                                                                                                                             12                                                                                                                                                                                                                            12                                                                                                                                                                         ,Coursera Project Network,Coursera,"Taught by
Patricia Sakali-Nifong",Arabic,-1.0,https://www.classcentral.com/course/using-google-sheets-to-create-a-gantt-chart-ar-40313
17247,6669,,Canva, تصميم مجموعة ترحيب العميل باستخدام كانفا,                                                                                            Canva                                                                                                                                   ,Coursera Project Network,Coursera,"Taught by
Lamia Labello",Arabic,-1.0,https://www.classcentral.com/course/design-a-client-welcome-kit-using-canva-ar-40653
17248,6670,,Canva, إنشاء حقيبة الهدايا لتسويق أعمالك باستخدام كانفا,                                                                                                      Canva                                                                                                                             ,Coursera Project Network,Coursera,"Taught by
Lamia Labello",Arabic,-1.0,https://www.classcentral.com/course/create-swag-bag-inserts-to-market-your-business-u-40654
17325,6747,,Google Docs,إنشاء عقد مشروع باستخدام محرر مستندات جوجل,                                                                                                                                        Lean Six Sigma DMAIC                                                                                              Google                                                                                                 ,Coursera Project Network,Coursera,"Taught by
Patricia Sakali-Nifong",Arabic,-1.0,https://www.classcentral.com/course/create-a-project-charter-with-google-docs-ar-40754
17333,6755,,Strategic Management,الاستراتيجية التنافسية ,                                                                                                                                    ,Ludwig-Maximilians-Universität München,Coursera,"Taught by
Tobias Kretschmer",Arabic,-1.0,https://www.classcentral.com/course/competitive-strategy-ar-40767
17334,6756,,Canva,تصميم مواد تكميلية وموثقة للدورة التدريبية الرقمية على كانفا,                                                                                                Canva              PDF                                                                         pdf       PDF                                                                                      ,Coursera Project Network,Coursera,"Taught by
Lamia Labello",Arabic,-1.0,https://www.classcentral.com/course/design-digital-course-collateral-using-canva-ar-40768
17388,6810,,Facebook Marketing,التسويق العضوي: مجموعات الفيسبوك للشركات الصغيرة,                                                                                                                                                                                                                                                        ,Coursera Project Network,Coursera,"Taught by
Lamia Labello",Arabic,-1.0,https://www.classcentral.com/course/organic-marketing-leveraging-facebook-groups-for--40829
17393,6815,,Google Sheets,إنشاء لوحة تحكم للبورصة باستخدام أوراق جوجل,                                                                                                                                              Google              Google                      NYSE                                                                                       ,Coursera Project Network,Coursera,"Taught by
Patricia Sakali-Nifong",Arabic,-1.0,https://www.classcentral.com/course/creating-a-dashboard-for-stock-exchange-using-goo-40834
17624,7046,,Python,أساسيات تحليل البيانات باستخدام بايثون وباندا,                                                                                                                                                                                     ,Coursera Project Network,Coursera,"Taught by
Amani Abbas",Arabic,-1.0,https://www.classcentral.com/course/data-analysis-python-pandas-ar-41111
17701,7123,,PHP,Introduction to PHP In Arabic,Create dynamic web pages and let your website look smarter  What you'll learn  By the end of this course you will have solid understanding of PHP scripting LanguageYou will be ready to implement stunning Interactive Websites PHP  recursive acronym for PHP  Hypertext Preprocessor  or simply Personal Home Page Is open source general purpose scripting language  that is especially suited for web development and can be embedded into HTML This course will introduce PHP to you by examples  you will be familiar with scripting languages after 10 min of this course If you interested in creating your own fully featured website  this course will take about 3 hours to be familiar with PHP dynamic scripting language If you are web developer looking to learn a new language  this course is ideal for you Steps we takeWe will start by transferring your PC into a local Server  so you can run your PHP code without need to register in any web hosting service learning PHP syntax will be easy by implementing each step and monitor its result Apply PHP in simple interactive project This course will prepare you to make your own Content Management System or Dynamic websites functionalities,-1,Udemy,"Taught by
Mohamed Saad",Arabic,4.3,https://www.classcentral.com/course/udemy-arabic-php-intro-41192
